Sentence,Word,Start_Time,End_Time,Mean_F0,SpeakerID,Country,Gender,Age
"C'est elle, la directrice?",la,0.58,0.7,288.37328426763037,Speaker7,Russia,Female,32
"C'est elle, la directrice?",directrice?,0.7,1.24,260.96580736095524,Speaker7,Russia,Female,32
"C'est combien, le café?",C'est,0.25059,0.392,unreliable,Speaker7,Russia,Female,32
"C'est combien, le café?","combien,",0.392,0.682,191.65452326371573,Speaker7,Russia,Female,32
"C'est combien, le café?",le,0.682,0.772,311.0649083771832,Speaker7,Russia,Female,32
"C'est combien, le café?",café?,0.802,1.102,242.51536231420334,Speaker7,Russia,Female,32
Vous êtes anglais ou américain?,Vous,0.25052,0.416,201.4163322196115,Speaker7,Russia,Female,32
Vous êtes anglais ou américain?,êtes,0.416,0.536,201.28818556153382,Speaker7,Russia,Female,32
Vous êtes anglais ou américain?,anglais,0.536,0.826,216.7248711025045,Speaker7,Russia,Female,32
Vous êtes anglais ou américain?,ou,0.826,0.856,337.9551535162689,Speaker7,Russia,Female,32
Vous êtes anglais ou américain?,américain?,0.986,1.53339,208.22587532943814,Speaker7,Russia,Female,32
Vous vivez en ville ou à la campagne?,Vous,0.25007,0.417,191.77390325399327,Speaker7,Russia,Female,32
Vous vivez en ville ou à la campagne?,vivez,0.417,0.627,221.14905099414514,Speaker7,Russia,Female,32
Vous vivez en ville ou à la campagne?,en,0.627,0.817,227.98717562851132,Speaker7,Russia,Female,32
Vous vivez en ville ou à la campagne?,ville,0.817,0.987,258.2518006329354,Speaker7,Russia,Female,32
Vous vivez en ville ou à la campagne?,ou,1.157,1.237,238.53058710915832,Speaker7,Russia,Female,32
Vous vivez en ville ou à la campagne?,à,1.237,1.297,232.12518115858813,Speaker7,Russia,Female,32
Vous vivez en ville ou à la campagne?,la,1.297,1.377,224.98021999334009,Speaker7,Russia,Female,32
Vous vivez en ville ou à la campagne?,campagne?,1.377,1.88281,184.74990818294384,Speaker7,Russia,Female,32
"Je parle anglais, grec et un peu français.",Je,0.25072,0.377,199.95847658719774,Speaker7,Russia,Female,32
"Je parle anglais, grec et un peu français.",parle,0.377,0.637,255.32699234874875,Speaker7,Russia,Female,32
"Je parle anglais, grec et un peu français.","anglais,",0.637,0.907,204.4327605025733,Speaker7,Russia,Female,32
"Je parle anglais, grec et un peu français.",grec,1.407,1.667,218.80817064901976,Speaker7,Russia,Female,32
"Je parle anglais, grec et un peu français.",et,1.907,1.937,264.8024367287643,Speaker7,Russia,Female,32
"Je parle anglais, grec et un peu français.",un,1.967,2.027,263.46125705094687,Speaker7,Russia,Female,32
"Je parle anglais, grec et un peu français.",peu,2.027,2.137,229.14569087233912,Speaker7,Russia,Female,32
"Je parle anglais, grec et un peu français.",français.,2.137,2.53518,181.47506430868464,Speaker7,Russia,Female,32
"Il travaille en France, mais il n'est pas français.",Il,0.821,0.931,248.19923994300925,Speaker1,Argentina,Female,27
"Il travaille en France, mais il n'est pas français.",travaille,0.931,1.37384,267.3776787761031,Speaker1,Argentina,Female,27
"Il travaille en France, mais il n'est pas français.",en,1.37384,1.561,266.0066500694128,Speaker1,Argentina,Female,27
"Il travaille en France, mais il n'est pas français.","France,",1.561,2.1807,307.8762495549201,Speaker1,Argentina,Female,27
"Il travaille en France, mais il n'est pas français.",mais,2.23249,2.45597,238.6123413553363,Speaker1,Argentina,Female,27
"Il travaille en France, mais il n'est pas français.",il,2.491,2.611,255.5392783590172,Speaker1,Argentina,Female,27
"Il travaille en France, mais il n'est pas français.",n'est,2.611,2.741,262.2588930839932,Speaker1,Argentina,Female,27
"Il travaille en France, mais il n'est pas français.",pas,2.811,2.911,282.7155902906026,Speaker1,Argentina,Female,27
"Il travaille en France, mais il n'est pas français.",français.,3.041,3.45843,301.2242288800812,Speaker1,Argentina,Female,27
Je suis français et je viens de la Bretagne.,Je,0.25073,0.421,267.24048116058583,Speaker1,Argentina,Female,27
Je suis français et je viens de la Bretagne.,suis,0.451,0.611,267.3619038419785,Speaker1,Argentina,Female,27
Je suis français et je viens de la Bretagne.,français,0.63374,1.211,319.45264202307726,Speaker1,Argentina,Female,27
Je suis français et je viens de la Bretagne.,et,1.331,1.401,235.3079438083188,Speaker1,Argentina,Female,27
Je suis français et je viens de la Bretagne.,je,1.401,1.581,234.1358172759119,Speaker1,Argentina,Female,27
Je suis français et je viens de la Bretagne.,viens,1.581,1.811,264.73084797738426,Speaker1,Argentina,Female,27
Je suis français et je viens de la Bretagne.,de,1.811,1.841,286.507740526556,Speaker1,Argentina,Female,27
Je suis français et je viens de la Bretagne.,la,1.901,2.061,221.45934121467133,Speaker1,Argentina,Female,27
Je suis français et je viens de la Bretagne.,Bretagne.,2.121,2.61602,232.45979866877653,Speaker1,Argentina,Female,27
Ces chaussures ne m’ont coûté que 50 euros!,Ces,0.25096,0.495,273.11054470399785,Speaker1,Argentina,Female,27
Ces chaussures ne m’ont coûté que 50 euros!,chaussures,0.495,1.115,298.2862964596481,Speaker1,Argentina,Female,27
Ces chaussures ne m’ont coûté que 50 euros!,ne,1.245,1.465,233.8900899942728,Speaker1,Argentina,Female,27
Ces chaussures ne m’ont coûté que 50 euros!,m’ont,1.465,1.625,263.4588328306888,Speaker1,Argentina,Female,27
Ces chaussures ne m’ont coûté que 50 euros!,coûté,1.625,2.005,275.69108248131914,Speaker1,Argentina,Female,27
Ces chaussures ne m’ont coûté que 50 euros!,que,2.005,2.135,306.2501113045843,Speaker1,Argentina,Female,27
Ces chaussures ne m’ont coûté que 50 euros!,50,2.235,2.695,274.19807608992346,Speaker1,Argentina,Female,27
Ces chaussures ne m’ont coûté que 50 euros!,euros!,2.785,3.10138,181.64848018770925,Speaker1,Argentina,Female,27
"Paris, c'est le cœur du pays.","Paris,",0.25,0.59,236.25376599379103,Speaker1,Argentina,Female,27
"Paris, c'est le cœur du pays.",c'est,0.81,0.93,237.0563442195084,Speaker1,Argentina,Female,27
"Paris, c'est le cœur du pays.",le,0.93,1.02,208.8112986944626,Speaker1,Argentina,Female,27
"Paris, c'est le cœur du pays.",cœur,1.02,1.3,239.46466790065327,Speaker1,Argentina,Female,27
"Paris, c'est le cœur du pays.",du,1.33,1.45,222.8737036458199,Speaker1,Argentina,Female,27
"Paris, c'est le cœur du pays.",pays.,1.45,1.94859,223.2732159899516,Speaker1,Argentina,Female,27
"Si tu viens, nous pourrons commencer.",Si,0.25039,0.45,282.9223127794159,Speaker1,Argentina,Female,27
"Si tu viens, nous pourrons commencer.",tu,0.45,0.63,313.90550225399454,Speaker1,Argentina,Female,27
"Si tu viens, nous pourrons commencer.","viens,",0.63,0.86,260.371115751265,Speaker1,Argentina,Female,27
"Si tu viens, nous pourrons commencer.",nous,1.08,1.21,235.43015002181895,Speaker1,Argentina,Female,27
"Si tu viens, nous pourrons commencer.",pourrons,1.26,1.6,274.52652906212364,Speaker1,Argentina,Female,27
"Si tu viens, nous pourrons commencer.",commencer.,1.6,2.11534,210.0100811213921,Speaker1,Argentina,Female,27
Nous avons beaucoup marché aujourd’hui!,Nous,0.2509,0.547,235.3967296114336,Speaker1,Argentina,Female,27
Nous avons beaucoup marché aujourd’hui!,avons,0.547,0.737,269.72064913390454,Speaker1,Argentina,Female,27
Nous avons beaucoup marché aujourd’hui!,beaucoup,0.787,1.117,249.9278649734075,Speaker1,Argentina,Female,27
Nous avons beaucoup marché aujourd’hui!,marché,1.117,1.637,271.35263119637654,Speaker1,Argentina,Female,27
Nous avons beaucoup marché aujourd’hui!,aujourd’hui!,1.727,2.22646,189.14673572700903,Speaker1,Argentina,Female,27
"Nous irons soit à la piscine, soit au cinéma.",Nous,0.25007,0.521,231.6126259268933,Speaker1,Argentina,Female,27
"Nous irons soit à la piscine, soit au cinéma.",irons,0.521,0.801,251.6219203590062,Speaker1,Argentina,Female,27
"Nous irons soit à la piscine, soit au cinéma.",soit,0.801,1.091,259.38505735793126,Speaker1,Argentina,Female,27
"Nous irons soit à la piscine, soit au cinéma.",à,1.211,1.241,211.0500415680896,Speaker1,Argentina,Female,27
"Nous irons soit à la piscine, soit au cinéma.",la,1.241,1.361,202.00818920329823,Speaker1,Argentina,Female,27
"Nous irons soit à la piscine, soit au cinéma.","piscine,",1.431,1.841,281.5160358798132,Speaker1,Argentina,Female,27
"Nous irons soit à la piscine, soit au cinéma.",soit,2.031,2.281,231.5791157202773,Speaker1,Argentina,Female,27
"Nous irons soit à la piscine, soit au cinéma.",au,2.381,2.431,227.41286595864196,Speaker1,Argentina,Female,27
"Nous irons soit à la piscine, soit au cinéma.",cinéma.,2.431,2.97783,239.0139894653988,Speaker1,Argentina,Female,27
Pouvez-vous parler plus lentement s’il vous plaît?,Pouvez-vous,0.25,0.62,237.90961362172985,Speaker1,Argentina,Female,27
Pouvez-vous parler plus lentement s’il vous plaît?,parler,0.7,1.02,250.06065396418325,Speaker1,Argentina,Female,27
Pouvez-vous parler plus lentement s’il vous plaît?,plus,1.02,1.26,236.63253949544483,Speaker1,Argentina,Female,27
Pouvez-vous parler plus lentement s’il vous plaît?,lentement,1.26,1.64,224.92418428356663,Speaker1,Argentina,Female,27
Pouvez-vous parler plus lentement s’il vous plaît?,s’il,1.72,1.83,241.87414308136923,Speaker1,Argentina,Female,27
Pouvez-vous parler plus lentement s’il vous plaît?,vous,1.83,1.91,173.30919468261857,Speaker1,Argentina,Female,27
Pouvez-vous parler plus lentement s’il vous plaît?,plaît?,1.91,2.17292,143.47077397195469,Speaker1,Argentina,Female,27
Tu écoutes quoi comme musique?,Tu,0.25,0.38,258.462680772843,Speaker1,Argentina,Female,27
Tu écoutes quoi comme musique?,écoutes,0.38,0.66,240.3302483472713,Speaker1,Argentina,Female,27
Tu écoutes quoi comme musique?,quoi,0.79,0.97,274.1860734815704,Speaker1,Argentina,Female,27
Tu écoutes quoi comme musique?,comme,0.97,1.19,283.87683987029186,Speaker1,Argentina,Female,27
Tu écoutes quoi comme musique?,musique?,1.19,1.63746,274.8254460717451,Speaker1,Argentina,Female,27
"J'adore le rock, c'est mon genre de musique préférée.",J'adore,0.25022,0.673,212.3809594154062,Speaker1,Argentina,Female,27
"J'adore le rock, c'est mon genre de musique préférée.",le,0.673,0.803,196.62105917543133,Speaker1,Argentina,Female,27
"J'adore le rock, c'est mon genre de musique préférée.","rock,",0.803,1.053,257.5620268246079,Speaker1,Argentina,Female,27
"J'adore le rock, c'est mon genre de musique préférée.",c'est,1.383,1.493,250.9224459616656,Speaker1,Argentina,Female,27
"J'adore le rock, c'est mon genre de musique préférée.",mon,1.493,1.693,221.44365024207357,Speaker1,Argentina,Female,27
"J'adore le rock, c'est mon genre de musique préférée.",genre,1.693,1.913,267.06438771789294,Speaker1,Argentina,Female,27
"J'adore le rock, c'est mon genre de musique préférée.",de,1.913,2.023,257.6413658669546,Speaker1,Argentina,Female,27
"J'adore le rock, c'est mon genre de musique préférée.",musique,2.113,2.503,256.8285176243348,Speaker1,Argentina,Female,27
"J'adore le rock, c'est mon genre de musique préférée.",préférée.,2.503,3.07245,239.07892525374967,Speaker1,Argentina,Female,27
Je ne parle pas beaucoup français.,Je,0.25,0.37,208.8444458777361,Speaker1,Argentina,Female,27
Je ne parle pas beaucoup français.,ne,0.37,0.49,244.786090563841,Speaker1,Argentina,Female,27
Je ne parle pas beaucoup français.,parle,0.49,0.78,283.87629238532224,Speaker1,Argentina,Female,27
Je ne parle pas beaucoup français.,pas,0.82,0.94,281.8729646893792,Speaker1,Argentina,Female,27
Je ne parle pas beaucoup français.,beaucoup,0.94,1.25,242.52343775336476,Speaker1,Argentina,Female,27
Je ne parle pas beaucoup français.,français.,1.25,1.78069,219.3434038848829,Speaker1,Argentina,Female,27
Le centre commercial est tout droit.,Le,0.25,0.37,210.29538338004556,Speaker1,Argentina,Female,27
Le centre commercial est tout droit.,centre,0.37,0.78,268.9640659756464,Speaker1,Argentina,Female,27
Le centre commercial est tout droit.,commercial,0.78,1.37,262.69523567959646,Speaker1,Argentina,Female,27
Le centre commercial est tout droit.,est,1.47,1.54,222.1826737932103,Speaker1,Argentina,Female,27
Le centre commercial est tout droit.,tout,1.54,1.77,247.2786762767609,Speaker1,Argentina,Female,27
Le centre commercial est tout droit.,droit.,1.8,2.16285,213.2983804009133,Speaker1,Argentina,Female,27
Tu t'appelles comment?,Tu,0.25,0.36,265.833992352621,Speaker1,Argentina,Female,27
Tu t'appelles comment?,t'appelles,0.36,0.68,256.7469413317441,Speaker1,Argentina,Female,27
Tu t'appelles comment?,comment?,0.68,1.2359,251.4232832933905,Speaker1,Argentina,Female,27
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",Traversez,0.25,0.88,259.2302616363637,Speaker1,Argentina,Female,27
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",le,0.88,0.91,102.494651102756,Speaker1,Argentina,Female,27
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.","parc,",0.99,1.33,298.0352672675548,Speaker1,Argentina,Female,27
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",et,1.42,1.49,244.52422675266,Speaker1,Argentina,Female,27
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",vous,1.49,1.61,244.98693888195857,Speaker1,Argentina,Female,27
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",verrez,1.61,1.93,252.36825945347016,Speaker1,Argentina,Female,27
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",l'entrée,1.93,2.37,245.9686448127241,Speaker1,Argentina,Female,27
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",de,2.37,2.43,229.90895938944823,Speaker1,Argentina,Female,27
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",l'école,2.43,2.86,245.1211351691858,Speaker1,Argentina,Female,27
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",juste,2.9,3.12,218.94273637992063,Speaker1,Argentina,Female,27
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",en,3.12,3.23,238.0610698039833,Speaker1,Argentina,Female,27
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",face.,3.29,3.51089,170.6564379172857,Speaker1,Argentina,Female,27
"Tu m'impressionnes, bravo!",Tu,0.25,0.36,255.463176703762,Speaker1,Argentina,Female,27
"Tu m'impressionnes, bravo!","m'impressionnes,",0.36,1.03,279.4530023473657,Speaker1,Argentina,Female,27
"Tu m'impressionnes, bravo!",bravo!,1.12,1.60108,266.110257410003,Speaker1,Argentina,Female,27
Je suis impressionnée par ta progression.,Je,0.25,0.35,250.4422417272177,Speaker1,Argentina,Female,27
Je suis impressionnée par ta progression.,suis,0.35,0.5,263.29624587046567,Speaker1,Argentina,Female,27
Je suis impressionnée par ta progression.,impressionnée,0.58,1.26,281.63751093946405,Speaker1,Argentina,Female,27
Je suis impressionnée par ta progression.,par,1.34,1.47,251.1348633171947,Speaker1,Argentina,Female,27
Je suis impressionnée par ta progression.,ta,1.64,1.73,281.6129656229136,Speaker1,Argentina,Female,27
Je suis impressionnée par ta progression.,progression.,1.82,2.44774,233.279205487624,Speaker1,Argentina,Female,27
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",Quand,0.25,0.45,280.6913600282264,Speaker1,Argentina,Female,27
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",j'ai,0.45,0.63,251.79061366874672,Speaker1,Argentina,Female,27
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",vu,0.63,0.76,315.48008192797727,Speaker1,Argentina,Female,27
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",la,0.76,0.88,270.0496286376517,Speaker1,Argentina,Female,27
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",Tour,0.88,1.15,197.9104966939373,Speaker1,Argentina,Female,27
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",Eiffel,1.15,1.45,263.0473934498375,Speaker1,Argentina,Female,27
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",pour,1.45,1.64,134.296146165653,Speaker1,Argentina,Female,27
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",la,1.64,1.73,194.30183025967597,Speaker1,Argentina,Female,27
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",première,1.73,2.11,228.15950632016512,Speaker1,Argentina,Female,27
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.","fois,",2.17,2.37,239.1190667269746,Speaker1,Argentina,Female,27
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",j'étais,2.51,2.86,218.0347893023735,Speaker1,Argentina,Female,27
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",sans,2.86,3.16,253.10453953732423,Speaker1,Argentina,Female,27
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",voix.,3.16,3.29,185.3699965492257,Speaker1,Argentina,Female,27
Tu viens avec nous au cinéma le soir?,Tu,0.25,0.38,242.69552919421344,Speaker1,Argentina,Female,27
Tu viens avec nous au cinéma le soir?,viens,0.38,0.59,261.50647353407936,Speaker1,Argentina,Female,27
Tu viens avec nous au cinéma le soir?,avec,0.89,1.12,218.01053105261292,Speaker1,Argentina,Female,27
Tu viens avec nous au cinéma le soir?,nous,1.12,1.31,279.7019630735915,Speaker1,Argentina,Female,27
Tu viens avec nous au cinéma le soir?,au,1.31,1.37,252.27456820303232,Speaker1,Argentina,Female,27
Tu viens avec nous au cinéma le soir?,cinéma,1.37,1.74,242.70890392441484,Speaker1,Argentina,Female,27
Tu viens avec nous au cinéma le soir?,le,1.88,1.94,241.45493867633863,Speaker1,Argentina,Female,27
Tu viens avec nous au cinéma le soir?,soir?,1.94,2.22929,194.4833944094384,Speaker1,Argentina,Female,27
"Je ne peux pas y croire, c'est trop beau pour être vrai.",Je,0.25057,0.406,210.32249794237117,Speaker1,Argentina,Female,27
"Je ne peux pas y croire, c'est trop beau pour être vrai.",ne,0.406,0.556,243.94348126112249,Speaker1,Argentina,Female,27
"Je ne peux pas y croire, c'est trop beau pour être vrai.",peux,0.616,0.706,272.3564604158877,Speaker1,Argentina,Female,27
"Je ne peux pas y croire, c'est trop beau pour être vrai.",pas,0.706,0.866,276.6747233851694,Speaker1,Argentina,Female,27
"Je ne peux pas y croire, c'est trop beau pour être vrai.",y,0.866,0.946,305.36426888397153,Speaker1,Argentina,Female,27
"Je ne peux pas y croire, c'est trop beau pour être vrai.","croire,",0.946,1.47669,262.9474767019264,Speaker1,Argentina,Female,27
"Je ne peux pas y croire, c'est trop beau pour être vrai.",c'est,1.47669,1.81896,255.7815927826334,Speaker1,Argentina,Female,27
"Je ne peux pas y croire, c'est trop beau pour être vrai.",trop,1.81896,2.036,291.3636166706686,Speaker1,Argentina,Female,27
"Je ne peux pas y croire, c'est trop beau pour être vrai.",beau,2.036,2.226,270.27297114699365,Speaker1,Argentina,Female,27
"Je ne peux pas y croire, c'est trop beau pour être vrai.",pour,2.306,2.506,224.1599212369344,Speaker1,Argentina,Female,27
"Je ne peux pas y croire, c'est trop beau pour être vrai.",être,2.686,2.866,287.7338494707875,Speaker1,Argentina,Female,27
"Je ne peux pas y croire, c'est trop beau pour être vrai.",vrai.,2.866,3.12655,220.52997131758104,Speaker1,Argentina,Female,27
Imagine si on pouvait voyager dans ce temps.,Imagine,0.25,0.73,271.7756665398176,Speaker1,Argentina,Female,27
Imagine si on pouvait voyager dans ce temps.,si,0.73,0.97,283.6116058340562,Speaker1,Argentina,Female,27
Imagine si on pouvait voyager dans ce temps.,on,0.97,1.04,238.54256310044352,Speaker1,Argentina,Female,27
Imagine si on pouvait voyager dans ce temps.,pouvait,1.04,1.3,247.08429936724863,Speaker1,Argentina,Female,27
Imagine si on pouvait voyager dans ce temps.,voyager,1.3,1.79,233.6447902689752,Speaker1,Argentina,Female,27
Imagine si on pouvait voyager dans ce temps.,dans,1.89,1.96,219.92550749189573,Speaker1,Argentina,Female,27
Imagine si on pouvait voyager dans ce temps.,ce,2.07,2.17,244.9105531670101,Speaker1,Argentina,Female,27
Imagine si on pouvait voyager dans ce temps.,temps.,2.17,2.61385,232.98518162849888,Speaker1,Argentina,Female,27
"On se retrouve à 20 heures, d'accord?",On,0.25,0.38,232.8593251096509,Speaker1,Argentina,Female,27
"On se retrouve à 20 heures, d'accord?",se,0.43,0.53,248.6155156826661,Speaker1,Argentina,Female,27
"On se retrouve à 20 heures, d'accord?",retrouve,0.53,0.92,284.11457778769187,Speaker1,Argentina,Female,27
"On se retrouve à 20 heures, d'accord?",à,1.01,1.09,222.09152721433827,Speaker1,Argentina,Female,27
"On se retrouve à 20 heures, d'accord?",20,1.14,1.3,249.32927271342177,Speaker1,Argentina,Female,27
"On se retrouve à 20 heures, d'accord?","heures,",1.44,1.72,215.11923316937177,Speaker1,Argentina,Female,27
"On se retrouve à 20 heures, d'accord?",d'accord?,1.72,2.11713,251.96328084868748,Speaker1,Argentina,Female,27
"Ce film était vraiment captivant, tu ne trouves pas?",Ce,0.25091,0.42346,258.53361306855567,Speaker1,Argentina,Female,27
"Ce film était vraiment captivant, tu ne trouves pas?",film,0.44699,0.701,300.41781536971564,Speaker1,Argentina,Female,27
"Ce film était vraiment captivant, tu ne trouves pas?",était,0.701,0.911,282.93568192742686,Speaker1,Argentina,Female,27
"Ce film était vraiment captivant, tu ne trouves pas?",vraiment,0.981,1.391,292.9789667239297,Speaker1,Argentina,Female,27
"Ce film était vraiment captivant, tu ne trouves pas?","captivant,",1.391,1.931,253.2484253550307,Speaker1,Argentina,Female,27
"Ce film était vraiment captivant, tu ne trouves pas?",tu,2.191,2.291,250.09923882758665,Speaker1,Argentina,Female,27
"Ce film était vraiment captivant, tu ne trouves pas?",ne,2.291,2.381,235.43382934032863,Speaker1,Argentina,Female,27
"Ce film était vraiment captivant, tu ne trouves pas?",trouves,2.381,2.68968,220.65485101176597,Speaker1,Argentina,Female,27
"Ce film était vraiment captivant, tu ne trouves pas?",pas?,2.68968,2.90345,278.755521035787,Speaker1,Argentina,Female,27
On prend un café?,On,0.25046,0.40502,237.89154567837625,Speaker1,Argentina,Female,27
On prend un café?,prend,0.43189,0.6066,292.4228862767117,Speaker1,Argentina,Female,27
On prend un café?,un,0.61332,0.744,241.48882743102604,Speaker1,Argentina,Female,27
On prend un café?,café?,0.744,1.074,250.09272910409416,Speaker1,Argentina,Female,27
Qu'est-ce qui se passe?,Qu'est-ce,0.25,0.57,263.42182812836865,Speaker1,Argentina,Female,27
Qu'est-ce qui se passe?,qui,0.57,0.69,240.82305768949155,Speaker1,Argentina,Female,27
Qu'est-ce qui se passe?,se,0.69,0.72,243.47276895257744,Speaker1,Argentina,Female,27
Qu'est-ce qui se passe?,passe?,0.72,1.04091,272.4743914014651,Speaker1,Argentina,Female,27
"C'est elle, la directrice?",C'est,0.25,0.36,261.9656429704437,Speaker1,Argentina,Female,27
"C'est elle, la directrice?","elle,",0.54,0.77,285.21128943726006,Speaker1,Argentina,Female,27
"C'est elle, la directrice?",la,0.86,0.99,218.08372334694556,Speaker1,Argentina,Female,27
"C'est elle, la directrice?",directrice?,0.99,1.6525,243.70563496530775,Speaker1,Argentina,Female,27
"C'est combien, le café?",C'est,0.25018,0.464,255.2082576481971,Speaker1,Argentina,Female,27
"C'est combien, le café?","combien,",0.464,0.884,289.0288476081857,Speaker1,Argentina,Female,27
"C'est combien, le café?",le,0.884,1.034,193.90807243684003,Speaker1,Argentina,Female,27
"C'est combien, le café?",café?,1.034,1.46643,222.45476292799216,Speaker1,Argentina,Female,27
Vous êtes anglais ou américain?,Vous,0.25026,0.488,224.34472092304887,Speaker1,Argentina,Female,27
Vous êtes anglais ou américain?,êtes,0.488,0.598,235.280769766357,Speaker1,Argentina,Female,27
Vous êtes anglais ou américain?,anglais,0.718,1.128,239.6746683540772,Speaker1,Argentina,Female,27
Vous êtes anglais ou américain?,ou,1.258,1.308,120.27262987422554,Speaker1,Argentina,Female,27
Vous êtes anglais ou américain?,américain?,1.388,2.07799,243.12684081279835,Speaker1,Argentina,Female,27
Vous vivez en ville ou à la campagne?,Vous,0.25058,0.484,236.03898395366195,Speaker1,Argentina,Female,27
Vous vivez en ville ou à la campagne?,vivez,0.484,0.774,249.41797543094768,Speaker1,Argentina,Female,27
Vous vivez en ville ou à la campagne?,en,0.874,0.934,228.81457921983815,Speaker1,Argentina,Female,27
Vous vivez en ville ou à la campagne?,ville,1.114,1.394,303.2920964922524,Speaker1,Argentina,Female,27
Vous vivez en ville ou à la campagne?,ou,1.524,1.554,240.38533916230492,Speaker1,Argentina,Female,27
Vous vivez en ville ou à la campagne?,à,1.554,1.584,247.88504745921372,Speaker1,Argentina,Female,27
Vous vivez en ville ou à la campagne?,la,1.584,1.724,233.75475336072893,Speaker1,Argentina,Female,27
Vous vivez en ville ou à la campagne?,campagne?,1.724,2.39714,228.05730988926143,Speaker1,Argentina,Female,27
"Je parle anglais, grec et un peu français.",Je,0.25077,0.486,216.21386767575257,Speaker1,Argentina,Female,27
"Je parle anglais, grec et un peu français.",parle,0.486,0.756,250.96372965625676,Speaker1,Argentina,Female,27
"Je parle anglais, grec et un peu français.","anglais,",0.896,1.336,222.6573811119357,Speaker1,Argentina,Female,27
"Je parle anglais, grec et un peu français.",grec,1.596,2.026,261.29916499933694,Speaker1,Argentina,Female,27
"Je parle anglais, grec et un peu français.",et,2.126,2.166,115.17723595858774,Speaker1,Argentina,Female,27
"Je parle anglais, grec et un peu français.",un,2.266,2.396,252.1076563472332,Speaker1,Argentina,Female,27
"Je parle anglais, grec et un peu français.",peu,2.396,2.546,263.77646001250906,Speaker1,Argentina,Female,27
"Je parle anglais, grec et un peu français.",français.,2.546,3.07982,235.21336991007848,Speaker1,Argentina,Female,27
Je vais faire les courses si j'ai le temps.,Je,0.25,0.38,231.81391159056244,Speaker1,Argentina,Female,27
Je vais faire les courses si j'ai le temps.,vais,0.38,0.51,265.08894530001885,Speaker1,Argentina,Female,27
Je vais faire les courses si j'ai le temps.,faire,0.61,0.83,300.1754156182829,Speaker1,Argentina,Female,27
Je vais faire les courses si j'ai le temps.,les,0.83,0.93,223.87331715000943,Speaker1,Argentina,Female,27
Je vais faire les courses si j'ai le temps.,courses,0.93,1.39,272.1918893250649,Speaker1,Argentina,Female,27
Je vais faire les courses si j'ai le temps.,si,1.54,1.71,227.85516166744196,Speaker1,Argentina,Female,27
Je vais faire les courses si j'ai le temps.,j'ai,1.71,1.94,232.60941438761253,Speaker1,Argentina,Female,27
Je vais faire les courses si j'ai le temps.,le,1.94,2.0,225.10693964412025,Speaker1,Argentina,Female,27
Je vais faire les courses si j'ai le temps.,temps.,2.0,2.35094,206.6776344898771,Speaker1,Argentina,Female,27
"Il travaille en France, mais il n'est pas français.",Il,0.2507,0.33954,unreliable,Speaker3,France,Male,23
"Il travaille en France, mais il n'est pas français.",travaille,0.36377,0.607,159.89914969720658,Speaker3,France,Male,23
"Il travaille en France, mais il n'est pas français.",en,0.607,0.687,141.0894163136754,Speaker3,France,Male,23
"Il travaille en France, mais il n'est pas français.","France,",0.687,1.287,163.7242043335833,Speaker3,France,Male,23
"Il travaille en France, mais il n'est pas français.",mais,1.377,1.477,118.23084847007266,Speaker3,France,Male,23
"Il travaille en France, mais il n'est pas français.",il,1.477,1.597,119.22461669149197,Speaker3,France,Male,23
"Il travaille en France, mais il n'est pas français.",n'est,1.597,1.667,119.27587494542286,Speaker3,France,Male,23
"Il travaille en France, mais il n'est pas français.",pas,1.667,1.807,134.31066617070834,Speaker3,France,Male,23
"Il travaille en France, mais il n'est pas français.",français.,1.807,2.147,132.54171257146425,Speaker3,France,Male,23
Je vais faire les courses si j'ai le temps.,Je,0.25046,0.351,unreliable,Speaker3,France,Male,23
