Sentence,Word,Start_Time,End_Time,Mean_F0,SpeakerID,Country,Gender,Age
"Il travaille en France, mais il n'est pas français.",Il,0.36802,0.491,225.37645119028844,Speaker6,France,Female,21
"Il travaille en France, mais il n'est pas français.",travaille,0.491,0.941,240.02977894653006,Speaker6,France,Female,21
"Il travaille en France, mais il n'est pas français.",en,1.041,1.121,224.57514558396406,Speaker6,France,Female,21
"Il travaille en France, mais il n'est pas français.","France,",1.121,1.731,238.3819556518669,Speaker6,France,Female,21
"Il travaille en France, mais il n'est pas français.",mais,2.101,2.271,214.95378824400623,Speaker6,France,Female,21
"Il travaille en France, mais il n'est pas français.",il,2.271,2.331,211.4725072627138,Speaker6,France,Female,21
"Il travaille en France, mais il n'est pas français.",n'est,2.331,2.471,205.255362142635,Speaker6,France,Female,21
"Il travaille en France, mais il n'est pas français.",pas,2.471,2.641,225.83165648262738,Speaker6,France,Female,21
"Il travaille en France, mais il n'est pas français.",français.,2.641,3.08403,210.08628296936342,Speaker6,France,Female,21
Je suis français et je viens de la Bretagne.,Je,0.25,0.35,230.28465522149168,Speaker6,France,Female,21
Je suis français et je viens de la Bretagne.,suis,0.35,0.56,231.1154300781976,Speaker6,France,Female,21
Je suis français et je viens de la Bretagne.,français,0.56,1.04,209.35917358439121,Speaker6,France,Female,21
Je suis français et je viens de la Bretagne.,et,1.39,1.46,222.54737630919092,Speaker6,France,Female,21
Je suis français et je viens de la Bretagne.,je,1.46,1.59,208.19378693487815,Speaker6,France,Female,21
Je suis français et je viens de la Bretagne.,viens,1.59,1.75,213.85417811714373,Speaker6,France,Female,21
Je suis français et je viens de la Bretagne.,de,1.75,1.87,199.5167589769839,Speaker6,France,Female,21
Je suis français et je viens de la Bretagne.,la,1.87,1.94,184.4273932590965,Speaker6,France,Female,21
Je suis français et je viens de la Bretagne.,Bretagne.,1.94,2.51795,188.23597819646946,Speaker6,France,Female,21
Ces chaussures ne m’ont coûté que 50 euros!,Ces,0.25,0.36,239.0742116113571,Speaker6,France,Female,21
Ces chaussures ne m’ont coûté que 50 euros!,chaussures,0.36,0.91,245.44580268862774,Speaker6,France,Female,21
Ces chaussures ne m’ont coûté que 50 euros!,ne,0.91,1.05,212.91697360819003,Speaker6,France,Female,21
Ces chaussures ne m’ont coûté que 50 euros!,m’ont,1.05,1.14,212.68710187131106,Speaker6,France,Female,21
Ces chaussures ne m’ont coûté que 50 euros!,coûté,1.14,1.46,240.5300458203788,Speaker6,France,Female,21
Ces chaussures ne m’ont coûté que 50 euros!,que,1.46,1.59,217.63618081027676,Speaker6,France,Female,21
Ces chaussures ne m’ont coûté que 50 euros!,50,1.59,1.98,260.71429252793826,Speaker6,France,Female,21
Ces chaussures ne m’ont coûté que 50 euros!,euros!,1.98,2.2078,215.93950275962115,Speaker6,France,Female,21
"Paris, c'est le cœur du pays.","Paris,",0.25,0.62,241.1047958128916,Speaker6,France,Female,21
"Paris, c'est le cœur du pays.",c'est,0.78,0.89,239.2036346306798,Speaker6,France,Female,21
"Paris, c'est le cœur du pays.",le,0.89,0.98,216.37457540599348,Speaker6,France,Female,21
"Paris, c'est le cœur du pays.",cœur,1.03,1.21,230.6705980581999,Speaker6,France,Female,21
"Paris, c'est le cœur du pays.",du,1.21,1.32,209.5525186408015,Speaker6,France,Female,21
"Paris, c'est le cœur du pays.",pays.,1.35,1.61,195.19353011373414,Speaker6,France,Female,21
"Si tu viens, nous pourrons commencer.",Si,0.25,0.36,267.8611888523674,Speaker6,France,Female,21
"Si tu viens, nous pourrons commencer.",tu,0.36,0.52,274.01532577146907,Speaker6,France,Female,21
"Si tu viens, nous pourrons commencer.","viens,",0.52,0.84,225.5179207682681,Speaker6,France,Female,21
"Si tu viens, nous pourrons commencer.",nous,0.99,1.05,209.51326252622246,Speaker6,France,Female,21
"Si tu viens, nous pourrons commencer.",pourrons,1.11,1.37,220.5831114112384,Speaker6,France,Female,21
"Si tu viens, nous pourrons commencer.",commencer.,1.37,1.83,224.85766005457572,Speaker6,France,Female,21
Nous avons beaucoup marché aujourd’hui!,Nous,0.25,0.35,215.87322465454145,Speaker6,France,Female,21
Nous avons beaucoup marché aujourd’hui!,avons,0.35,0.57,222.43928285657958,Speaker6,France,Female,21
Nous avons beaucoup marché aujourd’hui!,beaucoup,0.57,0.83,249.60451724981152,Speaker6,France,Female,21
Nous avons beaucoup marché aujourd’hui!,marché,0.83,1.21,265.23256122546104,Speaker6,France,Female,21
Nous avons beaucoup marché aujourd’hui!,aujourd’hui!,1.21,1.64,206.8203298687087,Speaker6,France,Female,21
"Nous irons soit à la piscine, soit au cinéma.",Nous,0.25,0.42,210.0299295296035,Speaker6,France,Female,21
"Nous irons soit à la piscine, soit au cinéma.",irons,0.42,0.76,200.06434370107925,Speaker6,France,Female,21
"Nous irons soit à la piscine, soit au cinéma.",soit,0.76,0.97,248.29331082090138,Speaker6,France,Female,21
"Nous irons soit à la piscine, soit au cinéma.",à,0.97,1.01,250.59223650026038,Speaker6,France,Female,21
"Nous irons soit à la piscine, soit au cinéma.",la,1.01,1.12,239.21500342866398,Speaker6,France,Female,21
"Nous irons soit à la piscine, soit au cinéma.","piscine,",1.12,1.63,218.2447102581905,Speaker6,France,Female,21
"Nous irons soit à la piscine, soit au cinéma.",soit,1.8,1.97,267.41096350358475,Speaker6,France,Female,21
"Nous irons soit à la piscine, soit au cinéma.",au,1.97,2.01,270.6700110553935,Speaker6,France,Female,21
"Nous irons soit à la piscine, soit au cinéma.",cinéma.,2.01,2.46037,208.6443968304654,Speaker6,France,Female,21
Pouvez-vous parler plus lentement s’il vous plaît?,Pouvez-vous,0.25,0.50589,237.15733229947364,Speaker6,France,Female,21
Pouvez-vous parler plus lentement s’il vous plaît?,parler,0.50589,0.77,230.35775344695855,Speaker6,France,Female,21
Pouvez-vous parler plus lentement s’il vous plaît?,plus,0.77,0.92,248.14864430700516,Speaker6,France,Female,21
Pouvez-vous parler plus lentement s’il vous plaît?,lentement,0.92,1.29,222.1738573758324,Speaker6,France,Female,21
Pouvez-vous parler plus lentement s’il vous plaît?,s’il,1.29,1.47,295.81182495072676,Speaker6,France,Female,21
Pouvez-vous parler plus lentement s’il vous plaît?,vous,1.47,1.55,284.40095077039905,Speaker6,France,Female,21
Pouvez-vous parler plus lentement s’il vous plaît?,plaît?,1.55,1.7797,309.3994239183367,Speaker6,France,Female,21
Tu écoutes quoi comme musique?,Tu,0.25,0.39,241.9756247233154,Speaker6,France,Female,21
Tu écoutes quoi comme musique?,écoutes,0.39,0.63,236.77626337358384,Speaker6,France,Female,21
Tu écoutes quoi comme musique?,quoi,0.63,0.85,234.85046228657242,Speaker6,France,Female,21
Tu écoutes quoi comme musique?,comme,0.85,1.08,260.8832493618869,Speaker6,France,Female,21
Tu écoutes quoi comme musique?,musique?,1.08,1.42,256.49630643256967,Speaker6,France,Female,21
"J'adore le rock, c'est mon genre de musique préférée.",J'adore,0.25,0.57,240.4432550678646,Speaker6,France,Female,21
"J'adore le rock, c'est mon genre de musique préférée.",le,0.57,0.69,214.88137070280268,Speaker6,France,Female,21
"J'adore le rock, c'est mon genre de musique préférée.","rock,",0.69,0.98,126.41319184658333,Speaker6,France,Female,21
"J'adore le rock, c'est mon genre de musique préférée.",c'est,1.27,1.41,222.42755670606618,Speaker6,France,Female,21
"J'adore le rock, c'est mon genre de musique préférée.",mon,1.41,1.57,206.20002146659255,Speaker6,France,Female,21
"J'adore le rock, c'est mon genre de musique préférée.",genre,1.57,1.72,219.4568042906504,Speaker6,France,Female,21
"J'adore le rock, c'est mon genre de musique préférée.",de,1.72,1.79,211.36731291714213,Speaker6,France,Female,21
"J'adore le rock, c'est mon genre de musique préférée.",musique,1.79,2.09,210.2598895462105,Speaker6,France,Female,21
"J'adore le rock, c'est mon genre de musique préférée.",préférée.,2.09,2.52,217.7651170682873,Speaker6,France,Female,21
Je ne parle pas beaucoup français.,Je,0.25031,0.383,unreliable,Speaker6,France,Female,21
Je ne parle pas beaucoup français.,ne,0.383,0.503,227.90960004983475,Speaker6,France,Female,21
Je ne parle pas beaucoup français.,parle,0.503,0.663,232.68072483575324,Speaker6,France,Female,21
Je ne parle pas beaucoup français.,pas,0.713,0.853,268.2256206409141,Speaker6,France,Female,21
Je ne parle pas beaucoup français.,beaucoup,0.853,1.083,217.63334604537997,Speaker6,France,Female,21
Je ne parle pas beaucoup français.,français.,1.083,1.50055,190.00776193998902,Speaker6,France,Female,21
Le centre commercial est tout droit.,Le,0.25017,0.33479,237.59726072031464,Speaker6,France,Female,21
Le centre commercial est tout droit.,centre,0.33902,0.644,266.9650508800743,Speaker6,France,Female,21
Le centre commercial est tout droit.,commercial,0.644,1.284,217.60136752340824,Speaker6,France,Female,21
Le centre commercial est tout droit.,est,1.284,1.324,94.42410277313022,Speaker6,France,Female,21
Le centre commercial est tout droit.,tout,1.324,1.484,unreliable,Speaker6,France,Female,21
Le centre commercial est tout droit.,droit.,1.484,1.73629,183.18762245236732,Speaker6,France,Female,21
Tu t'appelles comment?,Tu,0.25,0.37,245.84138542513986,Speaker6,France,Female,21
Tu t'appelles comment?,t'appelles,0.37,0.68,204.20324841432608,Speaker6,France,Female,21
Tu t'appelles comment?,comment?,0.68,1.04657,236.27876184549655,Speaker6,France,Female,21
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",Traversez,0.25,0.69293,273.95937754529615,Speaker6,France,Female,21
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",le,0.69293,0.81,208.0938465173445,Speaker6,France,Female,21
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.","parc,",0.81,1.19,220.88574142575004,Speaker6,France,Female,21
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",et,1.52,1.61,229.14179685249928,Speaker6,France,Female,21
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",vous,1.65,1.75,217.75571230642527,Speaker6,France,Female,21
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",verrez,1.75,1.95,209.69792094144918,Speaker6,France,Female,21
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",l'entrée,1.95,2.32,222.8288593273696,Speaker6,France,Female,21
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",de,2.32,2.35,244.73823895696805,Speaker6,France,Female,21
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",l'école,2.38,2.79,215.0112451687753,Speaker6,France,Female,21
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",juste,2.79,3.0,230.04631652522656,Speaker6,France,Female,21
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",en,3.0,3.09,215.78468251500306,Speaker6,France,Female,21
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",face.,3.09,3.52,119.49597088414161,Speaker6,France,Female,21
"Tu m'impressionnes, bravo!",Tu,0.25,0.4,236.53743671879232,Speaker6,France,Female,21
"Tu m'impressionnes, bravo!","m'impressionnes,",0.4,1.17,217.2343033505253,Speaker6,France,Female,21
"Tu m'impressionnes, bravo!",bravo!,1.2,1.57,214.64147858341528,Speaker6,France,Female,21
Je suis impressionnée par ta progression.,Je,0.25,0.35,249.97091251416364,Speaker6,France,Female,21
Je suis impressionnée par ta progression.,suis,0.35,0.5,247.47301969469822,Speaker6,France,Female,21
Je suis impressionnée par ta progression.,impressionnée,0.5,1.11,275.03645213692147,Speaker6,France,Female,21
Je suis impressionnée par ta progression.,par,1.11,1.29,265.11516884018954,Speaker6,France,Female,21
Je suis impressionnée par ta progression.,ta,1.29,1.43,226.54818420451127,Speaker6,France,Female,21
Je suis impressionnée par ta progression.,progression.,1.43,1.92625,188.52939755886,Speaker6,France,Female,21
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",Quand,0.25,0.4,238.90583142636046,Speaker6,France,Female,21
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",j'ai,0.4,0.56,243.30915425906747,Speaker6,France,Female,21
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",vu,0.56,0.62,220.00402066657125,Speaker6,France,Female,21
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",la,0.62,0.7,203.8483901803466,Speaker6,France,Female,21
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",Tour,0.7,0.91,250.5542443101583,Speaker6,France,Female,21
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",Eiffel,0.91,1.23,216.7152103410028,Speaker6,France,Female,21
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",pour,1.23,1.44,196.1647488265495,Speaker6,France,Female,21
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",la,1.44,1.51,180.31935815575002,Speaker6,France,Female,21
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",première,1.51,1.91,254.71747082437173,Speaker6,France,Female,21
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.","fois,",1.99,2.17,200.24836180989396,Speaker6,France,Female,21
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",j'étais,2.49,2.77,202.7675064815634,Speaker6,France,Female,21
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",sans,2.77,3.01,240.73770005878424,Speaker6,France,Female,21
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",voix.,3.01,3.19118,183.91393721636973,Speaker6,France,Female,21
Tu viens avec nous au cinéma le soir?,Tu,0.25,0.36,unreliable,Speaker6,France,Female,21
Tu viens avec nous au cinéma le soir?,viens,0.36,0.49,228.2581982719247,Speaker6,France,Female,21
Tu viens avec nous au cinéma le soir?,avec,0.49,0.65,201.23158803642121,Speaker6,France,Female,21
Tu viens avec nous au cinéma le soir?,nous,0.72,0.78,241.47315312467398,Speaker6,France,Female,21
Tu viens avec nous au cinéma le soir?,au,0.78,0.82,279.77524564419514,Speaker6,France,Female,21
Tu viens avec nous au cinéma le soir?,cinéma,0.82,1.17,276.63575057745106,Speaker6,France,Female,21
Tu viens avec nous au cinéma le soir?,le,1.22,1.28,283.6830094692309,Speaker6,France,Female,21
Tu viens avec nous au cinéma le soir?,soir?,1.28,1.64,298.745252823662,Speaker6,France,Female,21
"Je ne peux pas y croire, c'est trop beau pour être vrai.",Je,0.25008,0.352,unreliable,Speaker6,France,Female,21
"Je ne peux pas y croire, c'est trop beau pour être vrai.",ne,0.352,0.402,202.35944727874866,Speaker6,France,Female,21
"Je ne peux pas y croire, c'est trop beau pour être vrai.",peux,0.402,0.522,205.1518708038766,Speaker6,France,Female,21
"Je ne peux pas y croire, c'est trop beau pour être vrai.",pas,0.522,0.712,263.4937539637659,Speaker6,France,Female,21
"Je ne peux pas y croire, c'est trop beau pour être vrai.",y,0.712,0.792,206.5679825073013,Speaker6,France,Female,21
"Je ne peux pas y croire, c'est trop beau pour être vrai.","croire,",0.792,1.262,220.59508012736072,Speaker6,France,Female,21
"Je ne peux pas y croire, c'est trop beau pour être vrai.",c'est,1.48337,1.66685,unreliable,Speaker6,France,Female,21
"Je ne peux pas y croire, c'est trop beau pour être vrai.",trop,1.66685,1.862,273.273446641481,Speaker6,France,Female,21
"Je ne peux pas y croire, c'est trop beau pour être vrai.",beau,1.862,1.972,264.89473873266024,Speaker6,France,Female,21
"Je ne peux pas y croire, c'est trop beau pour être vrai.",pour,1.972,2.182,203.57133500041127,Speaker6,France,Female,21
"Je ne peux pas y croire, c'est trop beau pour être vrai.",être,2.182,2.382,211.08544997714594,Speaker6,France,Female,21
"Je ne peux pas y croire, c'est trop beau pour être vrai.",vrai.,2.382,2.60225,195.836626652435,Speaker6,France,Female,21
Imagine si on pouvait voyager dans ce temps.,Imagine,0.25,0.89,240.20099794797332,Speaker6,France,Female,21
Imagine si on pouvait voyager dans ce temps.,si,1.03,1.15,unreliable,Speaker6,France,Female,21
Imagine si on pouvait voyager dans ce temps.,on,1.15,1.18,215.60015951803067,Speaker6,France,Female,21
Imagine si on pouvait voyager dans ce temps.,pouvait,1.18,1.36,211.78136255729038,Speaker6,France,Female,21
Imagine si on pouvait voyager dans ce temps.,voyager,1.36,1.65,202.82549525139154,Speaker6,France,Female,21
Imagine si on pouvait voyager dans ce temps.,dans,1.65,1.77,196.7174894467331,Speaker6,France,Female,21
Imagine si on pouvait voyager dans ce temps.,ce,1.86,1.89,186.2817491890186,Speaker6,France,Female,21
Imagine si on pouvait voyager dans ce temps.,temps.,1.89,2.10556,190.63409953416075,Speaker6,France,Female,21
"On se retrouve à 20 heures, d'accord?",On,0.25045,0.33295,unreliable,Speaker6,France,Female,21
"On se retrouve à 20 heures, d'accord?",se,0.34353,0.5,238.44371229392624,Speaker6,France,Female,21
"On se retrouve à 20 heures, d'accord?",retrouve,0.5,0.82,237.83942185585718,Speaker6,France,Female,21
"On se retrouve à 20 heures, d'accord?",à,0.82,0.86,218.02138911962203,Speaker6,France,Female,21
"On se retrouve à 20 heures, d'accord?",20,0.86,1.1,239.18095136347787,Speaker6,France,Female,21
"On se retrouve à 20 heures, d'accord?","heures,",1.1,1.29,195.26706285319815,Speaker6,France,Female,21
"On se retrouve à 20 heures, d'accord?",d'accord?,1.29,1.71,244.23694283288486,Speaker6,France,Female,21
"Ce film était vraiment captivant, tu ne trouves pas?",Ce,0.25,0.43,227.5053579819739,Speaker6,France,Female,21
"Ce film était vraiment captivant, tu ne trouves pas?",film,0.43,0.63,251.53140672829414,Speaker6,France,Female,21
"Ce film était vraiment captivant, tu ne trouves pas?",était,0.63,0.72,222.7897525517814,Speaker6,France,Female,21
"Ce film était vraiment captivant, tu ne trouves pas?",vraiment,0.72,0.87,211.7396277528963,Speaker6,France,Female,21
"Ce film était vraiment captivant, tu ne trouves pas?","captivant,",0.87,1.49,220.62440333256373,Speaker6,France,Female,21
"Ce film était vraiment captivant, tu ne trouves pas?",tu,1.65,1.79,221.99984097917724,Speaker6,France,Female,21
"Ce film était vraiment captivant, tu ne trouves pas?",ne,1.79,1.82,198.4664975551195,Speaker6,France,Female,21
"Ce film était vraiment captivant, tu ne trouves pas?",trouves,1.82,2.02,216.94543821780854,Speaker6,France,Female,21
"Ce film était vraiment captivant, tu ne trouves pas?",pas?,2.08,2.2428,216.4202228510836,Speaker6,France,Female,21
On prend un café?,On,0.25077,0.373,241.34725251929856,Speaker6,France,Female,21
On prend un café?,prend,0.373,0.493,235.08140414247782,Speaker6,France,Female,21
On prend un café?,un,0.493,0.553,220.48255018118266,Speaker6,France,Female,21
On prend un café?,café?,0.553,0.843,260.0861295250484,Speaker6,France,Female,21
Qu'est-ce qui se passe?,Qu'est-ce,0.25,0.49,220.38518043105537,Speaker6,France,Female,21
Qu'est-ce qui se passe?,qui,0.49,0.58,218.7576422900604,Speaker6,France,Female,21
Qu'est-ce qui se passe?,se,0.58,0.65,unreliable,Speaker6,France,Female,21
Qu'est-ce qui se passe?,passe?,0.65,0.89,247.00055185749423,Speaker6,France,Female,21
"C'est elle, la directrice?",C'est,0.25,0.45,215.64941416241427,Speaker6,France,Female,21
"C'est elle, la directrice?","elle,",0.45,0.52,207.24292378316323,Speaker6,France,Female,21
"C'est elle, la directrice?",la,0.52,0.62,275.89823702885525,Speaker6,France,Female,21
"C'est elle, la directrice?",directrice?,0.62,1.37871,298.33159273141735,Speaker6,France,Female,21
"C'est combien, le café?",C'est,0.25,0.35,239.53560744197202,Speaker6,France,Female,21
"C'est combien, le café?","combien,",0.35,0.71,222.44993980809798,Speaker6,France,Female,21
"C'est combien, le café?",le,0.71,0.79,290.4514262383061,Speaker6,France,Female,21
"C'est combien, le café?",café?,0.79,1.15667,314.47628480420366,Speaker6,France,Female,21
Vous êtes anglais ou américain?,Vous,0.25082,0.422,242.73568837453112,Speaker6,France,Female,21
Vous êtes anglais ou américain?,êtes,0.422,0.582,239.53545183838014,Speaker6,France,Female,21
Vous êtes anglais ou américain?,anglais,0.582,0.912,248.24302968028286,Speaker6,France,Female,21
Vous êtes anglais ou américain?,ou,0.992,1.062,286.2582139230297,Speaker6,France,Female,21
Vous êtes anglais ou américain?,américain?,1.062,1.592,212.3142632206399,Speaker6,France,Female,21
Vous vivez en ville ou à la campagne?,Vous,0.25077,0.367,223.41529133884023,Speaker6,France,Female,21
Vous vivez en ville ou à la campagne?,vivez,0.367,0.617,224.12277037240528,Speaker6,France,Female,21
Vous vivez en ville ou à la campagne?,en,0.617,0.787,215.4094972921779,Speaker6,France,Female,21
Vous vivez en ville ou à la campagne?,ville,0.787,1.107,254.70796514898677,Speaker6,France,Female,21
Vous vivez en ville ou à la campagne?,ou,1.247,1.367,230.37494349909383,Speaker6,France,Female,21
Vous vivez en ville ou à la campagne?,à,1.367,1.397,218.3256118168075,Speaker6,France,Female,21
Vous vivez en ville ou à la campagne?,la,1.397,1.497,203.72610870511335,Speaker6,France,Female,21
Vous vivez en ville ou à la campagne?,campagne?,1.497,2.07535,193.56208832087046,Speaker6,France,Female,21
"Je parle anglais, grec et un peu français.",Je,0.25,0.36,228.43366760920452,Speaker6,France,Female,21
"Je parle anglais, grec et un peu français.",parle,0.42,0.64,207.90259628836958,Speaker6,France,Female,21
"Je parle anglais, grec et un peu français.","anglais,",0.73,1.13,202.35876861445934,Speaker6,France,Female,21
"Je parle anglais, grec et un peu français.",grec,1.42,1.69,213.79782615989916,Speaker6,France,Female,21
"Je parle anglais, grec et un peu français.",et,1.89,2.01,184.3565993131366,Speaker6,France,Female,21
"Je parle anglais, grec et un peu français.",un,2.01,2.11,207.09509250070516,Speaker6,France,Female,21
"Je parle anglais, grec et un peu français.",peu,2.11,2.25,256.3703246445193,Speaker6,France,Female,21
"Je parle anglais, grec et un peu français.",français.,2.25,2.68789,204.7155277371526,Speaker6,France,Female,21
Je vais faire les courses si j'ai le temps.,Je,0.25,0.37,223.5249081676078,Speaker6,France,Female,21
Je vais faire les courses si j'ai le temps.,vais,0.37,0.51,236.13109079326046,Speaker6,France,Female,21
Je vais faire les courses si j'ai le temps.,faire,0.51,0.68,254.06863750826562,Speaker6,France,Female,21
Je vais faire les courses si j'ai le temps.,les,0.68,0.78,216.28390428525165,Speaker6,France,Female,21
Je vais faire les courses si j'ai le temps.,courses,0.78,1.24,252.59964292351683,Speaker6,France,Female,21
Je vais faire les courses si j'ai le temps.,si,1.32,1.46,231.4418785313626,Speaker6,France,Female,21
Je vais faire les courses si j'ai le temps.,j'ai,1.46,1.64,220.28028290094218,Speaker6,France,Female,21
Je vais faire les courses si j'ai le temps.,le,1.64,1.67,226.70800345801118,Speaker6,France,Female,21
Je vais faire les courses si j'ai le temps.,temps.,1.67,1.91579,261.1272102773841,Speaker6,France,Female,21
"Il travaille en France, mais il n'est pas français.",Il,0.25,0.34,109.865463682778,Speaker5,Ghana,Male,41
"Il travaille en France, mais il n'est pas français.",travaille,0.34,0.71,109.27807560498664,Speaker5,Ghana,Male,41
"Il travaille en France, mais il n'est pas français.",en,0.71,0.84,102.91611821922588,Speaker5,Ghana,Male,41
"Il travaille en France, mais il n'est pas français.","France,",0.84,1.3,139.75828451608717,Speaker5,Ghana,Male,41
"Il travaille en France, mais il n'est pas français.",mais,1.39,1.62,110.25472842664242,Speaker5,Ghana,Male,41
"Il travaille en France, mais il n'est pas français.",il,1.62,1.7,111.70753903319536,Speaker5,Ghana,Male,41
"Il travaille en France, mais il n'est pas français.",n'est,1.7,1.83,114.26586962099798,Speaker5,Ghana,Male,41
"Il travaille en France, mais il n'est pas français.",pas,1.89,2.01,127.30243088427441,Speaker5,Ghana,Male,41
"Il travaille en France, mais il n'est pas français.",français.,2.01,2.4517,101.30744789517469,Speaker5,Ghana,Male,41
Je vais faire les courses si j'ai le temps.,Je,0.25,0.39,101.49775555080002,Speaker5,Ghana,Male,41
Je vais faire les courses si j'ai le temps.,vais,0.39,0.5,102.77334808642595,Speaker5,Ghana,Male,41
Je vais faire les courses si j'ai le temps.,faire,0.5,0.71,133.68287468423992,Speaker5,Ghana,Male,41
Je vais faire les courses si j'ai le temps.,les,0.71,0.79,112.72025526442381,Speaker5,Ghana,Male,41
Je vais faire les courses si j'ai le temps.,courses,0.89,1.21,145.44312663625982,Speaker5,Ghana,Male,41
Je vais faire les courses si j'ai le temps.,si,1.21,1.38,130.81059028963685,Speaker5,Ghana,Male,41
Je vais faire les courses si j'ai le temps.,j'ai,1.38,1.55,117.80894915975526,Speaker5,Ghana,Male,41
Je vais faire les courses si j'ai le temps.,le,1.55,1.69239,107.48007889492699,Speaker5,Ghana,Male,41
Je vais faire les courses si j'ai le temps.,temps.,1.69239,1.85994,95.26310534454512,Speaker5,Ghana,Male,41
Ces chaussures ne m’ont coûté que 50 euros!,Ces,0.25,0.38,113.98853093590185,Speaker5,Ghana,Male,41
Ces chaussures ne m’ont coûté que 50 euros!,chaussures,0.38,0.81,139.94116169388298,Speaker5,Ghana,Male,41
Ces chaussures ne m’ont coûté que 50 euros!,ne,0.81,0.92,130.92162018875007,Speaker5,Ghana,Male,41
Ces chaussures ne m’ont coûté que 50 euros!,m’ont,0.92,1.08,113.79542802665482,Speaker5,Ghana,Male,41
Ces chaussures ne m’ont coûté que 50 euros!,coûté,1.15,1.43,130.60139804887496,Speaker5,Ghana,Male,41
Ces chaussures ne m’ont coûté que 50 euros!,que,1.43,1.56,125.23702849911898,Speaker5,Ghana,Male,41
Ces chaussures ne m’ont coûté que 50 euros!,50,1.56,1.99,122.35839477283837,Speaker5,Ghana,Male,41
Ces chaussures ne m’ont coûté que 50 euros!,euros!,1.99,2.20334,101.00771525842465,Speaker5,Ghana,Male,41
"Paris, c'est le cœur du pays.","Paris,",0.25,0.56,114.86381225799323,Speaker5,Ghana,Male,41
"Paris, c'est le cœur du pays.",c'est,0.56,0.75,unreliable,Speaker5,Ghana,Male,41
"Paris, c'est le cœur du pays.",le,0.75,0.84,102.49598060589999,Speaker5,Ghana,Male,41
"Paris, c'est le cœur du pays.",cœur,0.95,1.2,130.83774422347065,Speaker5,Ghana,Male,41
"Paris, c'est le cœur du pays.",du,1.29,1.47,112.07225570881295,Speaker5,Ghana,Male,41
"Paris, c'est le cœur du pays.",pays.,1.56,1.86481,95.18158674687447,Speaker5,Ghana,Male,41
"Si tu viens, nous pourrons commencer.",Si,0.25,0.39,112.80060950439407,Speaker5,Ghana,Male,41
"Si tu viens, nous pourrons commencer.",tu,0.39,0.58,106.94963773246167,Speaker5,Ghana,Male,41
"Si tu viens, nous pourrons commencer.","viens,",0.58,0.91,118.90562182073354,Speaker5,Ghana,Male,41
"Si tu viens, nous pourrons commencer.",nous,1.23,1.3,113.43727564750164,Speaker5,Ghana,Male,41
"Si tu viens, nous pourrons commencer.",pourrons,1.36,1.64,113.39971441381644,Speaker5,Ghana,Male,41
"Si tu viens, nous pourrons commencer.",commencer.,1.64,2.17315,115.38182864101803,Speaker5,Ghana,Male,41
Nous avons beaucoup marché aujourd’hui!,Nous,0.25071,0.423,107.41806365061649,Speaker5,Ghana,Male,41
Nous avons beaucoup marché aujourd’hui!,avons,0.423,0.623,110.54125368047922,Speaker5,Ghana,Male,41
Nous avons beaucoup marché aujourd’hui!,beaucoup,0.623,0.913,133.54488078333426,Speaker5,Ghana,Male,41
Nous avons beaucoup marché aujourd’hui!,marché,0.913,1.293,141.36148746435563,Speaker5,Ghana,Male,41
Nous avons beaucoup marché aujourd’hui!,aujourd’hui!,1.293,1.773,99.82681085563446,Speaker5,Ghana,Male,41
"Nous irons soit à la piscine, soit au cinéma.",Nous,0.25025,0.488,106.74862021427259,Speaker5,Ghana,Male,41
"Nous irons soit à la piscine, soit au cinéma.",irons,0.488,0.688,113.34462953701295,Speaker5,Ghana,Male,41
"Nous irons soit à la piscine, soit au cinéma.",soit,0.688,1.038,157.80605817597785,Speaker5,Ghana,Male,41
